code;instant;source;description;target
6315;2015-07-16 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6316;2015-07-18 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
6317;2015-07-18 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6318;2015-07-18 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
6319;2015-07-18 00:00:00.000;;"TECNOWIND  S.P.A - ITALI, Via piani di marischio, - ";M1
6320;2015-07-18 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
6321;2015-07-07 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6322;2015-07-07 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6323;2015-07-20 00:00:00.000;;"PANASONIC MARKETING EUROPE GMBH -  - ";M1
6324;2015-07-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6325;2015-07-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6326;2015-07-23 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
6327;2015-07-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6328;2015-07-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6329;2015-07-23 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6330;2015-07-24 00:00:00.000;L37404701S;"ERBA 2013 -  - ";
6331;2015-07-25 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
6332;2015-07-29 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6333;2015-07-30 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6334;2015-07-31 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
6335;2015-07-31 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
6336;2015-07-31 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
6337;2015-07-31 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
6338;2015-07-31 00:00:00.000;;"TREVI SPA - ITALI - ";M1
6339;2015-07-31 00:00:00.000;it00693740;"INDESIT COMPANY - ITALI, Viale aristide merloni  - ";M1
6340;2015-07-31 00:00:00.000;it00693740;"INDESIT COMPANY - ITALI, Viale aristide merloni  - ";M1
6341;2015-07-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6342;2015-07-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6343;2015-07-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6344;2015-07-02 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6345;2015-07-31 00:00:00.000;K86505205H;"VIRON XHAFERI - VLORE - ";
6355;2015-08-01 00:00:00.000;K31418036C;"INFOSOFT SD SHPK  FINANCA 5 - TIRANE - ";
6356;2015-08-01 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6357;2015-08-01 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6358;2015-08-01 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6359;2015-08-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
6360;2015-08-03 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6361;2015-08-03 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6362;2015-08-03 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6363;2015-08-05 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6364;2015-08-07 00:00:00.000;L01626012A;"ORBICO SHPK - TIRANE - ";M1
6365;2015-08-03 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6366;2015-08-03 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6367;2015-08-11 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6368;2015-08-11 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6346;2015-07-01 00:00:00.000;K23323401N;"MYRTO SECURITY - FIER - ";
6347;2015-07-01 00:00:00.000;K23323401N;"MYRTO SECURITY - FIER - ";
6348;2015-07-02 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
6349;2015-07-03 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
6350;2015-07-06 00:00:00.000;L02205042V;"GLOBAL NET SHPK -  - ";
6351;2015-07-06 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6352;2015-07-12 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6353;2015-07-25 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";
6354;2015-07-29 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
6369;2015-08-12 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6370;2015-08-12 00:00:00.000;L26811201J;"E & G TRANSPORT - VLORE - ";
6371;2015-08-12 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
6372;2015-08-12 00:00:00.000;;"GO VAR S.R.L - ITALI - ";M1
6373;2015-08-12 00:00:00.000;;"HISENSE ITALIA SRL - ITALI - ";M1
6374;2015-08-12 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6375;2015-08-12 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6376;2015-08-13 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6377;2015-08-19 00:00:00.000;K36519228S;"ALMA MUSARAJ - VLORE - ";
6378;2015-08-20 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6379;2015-08-20 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6380;2015-08-20 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6381;2015-08-20 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6382;2015-08-31 00:00:00.000;K86505205H;"VIRON XHAFERI - VLORE - ";
6383;2015-08-24 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6384;2015-08-24 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6385;2015-08-24 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6386;2015-08-26 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6387;2015-08-26 00:00:00.000;K92922201T;"SITEL MOBILE SHPK - ELBASAN - ";M1
6388;2015-08-28 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6389;2015-08-28 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6390;2015-08-26 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6391;2015-08-26 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6392;2015-08-31 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6393;2015-08-24 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6394;2015-08-24 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6395;2015-08-25 00:00:00.000;K51731005D;"RADIO LINK SHPK - TIRANE - ";
6396;2015-08-28 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6397;2015-08-31 00:00:00.000;K51731005D;"RADIO LINK SHPK - TIRANE - ";
6443;2015-09-22 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
6444;2015-09-22 00:00:00.000;;"GO VAR S.R.L - ITALI - ";M1
6445;2015-09-22 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
6446;2015-09-22 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
6447;2015-09-22 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6448;2015-09-22 00:00:00.000;;"HISENSE ITALIA SRL - ITALI - ";M1
6449;2015-09-22 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6450;2015-09-22 00:00:00.000;;"TREVI SPA - ITALI - ";M1
6451;2015-09-27 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
6452;2015-09-25 00:00:00.000;;"TRANSPORT BULLGARIA - BULLGARI - ";
6453;2015-09-10 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6454;2015-09-14 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6455;2015-09-28 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6456;2015-09-28 00:00:00.000;K71505003O;"ORA NEWS SH.A - TIRANE - ";
6457;2015-09-29 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6458;2015-09-29 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6459;2015-09-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
6460;2015-09-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
6461;2015-09-07 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6462;2015-09-11 00:00:00.000;J62904311H;"HARD & SOFT PROFESIONAL SHPK - ELBASAN - ";
6463;2015-09-15 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6464;2015-09-21 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6465;2015-09-23 00:00:00.000;;"OZMARMARA - TURQI - ";
6466;2015-09-26 00:00:00.000;;"TERMIKEL DIS TICARET A.S - TURQI - ";M1
6467;2015-09-29 00:00:00.000;K12007002U;"TOP CHANNEL  SHPK - TIRANE - ";
6468;2015-09-30 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
6469;2015-09-30 00:00:00.000;K86505205H;"VIRON XHAFERI - VLORE - ";
6470;2015-09-30 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";
6471;2015-09-25 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
6472;2015-09-04 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6473;2015-09-04 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6474;2015-09-04 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6475;2015-10-01 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
6476;2015-10-01 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
6504;2015-10-31 00:00:00.000;K86505205H;"VIRON XHAFERI - VLORE - ";
6505;2015-10-06 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
6506;2015-10-20 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6507;2015-10-29 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
6508;2015-10-29 00:00:00.000;L01626012A;"ORBICO SHPK - TIRANE - ";M1
6509;2015-10-27 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6510;2015-10-27 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6511;2015-10-27 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6512;2015-10-30 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
6513;2015-10-26 00:00:00.000;K71505003O;"ORA NEWS SH.A - TIRANE - ";
6514;2015-10-30 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
6515;2015-10-30 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
6516;2015-10-30 00:00:00.000;;"FABITA...MOSAT S.r.l - ITALI,    Loc. Campo d""Olmo,   - ";M1
6517;2015-10-30 00:00:00.000;;"TECNOWIND  S.P.A - ITALI, Via piani di marischio, - ";M1
6518;2015-10-30 00:00:00.000;;"LDH SRL - ITALI - ";M1
6519;2015-10-31 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
6524;2015-11-02 00:00:00.000;;"PANASONIC MARKETING EUROPE GMBH -  - ";M1
6526;2015-11-04 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6528;2015-11-05 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6477;2015-10-01 00:00:00.000;K01809005G;"TV BALLKAN  SHA    A1 REPORT - TIRANE - ";
6478;2015-10-03 00:00:00.000;;"PANASONIC MARKETING EUROPE GMBH -  - ";M1
6479;2015-10-05 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6480;2015-10-05 00:00:00.000;K86630202T;"ALIKO & MOBIL - VLORE - ";
6481;2015-10-05 00:00:00.000;J66703216P;"TRIS VLORA - VLORE - ";
6482;2015-10-07 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
6483;2015-10-08 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6484;2015-10-09 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6485;2015-10-09 00:00:00.000;L46313201G;"BESNIK SPAHAJ - VLORE - ";
6486;2015-10-09 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - THAILAND - ";M1
6487;2015-10-10 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6488;2015-10-10 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - THAILAND - ";M1
6489;2015-10-12 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
6490;2015-10-15 00:00:00.000;;"SAMSUNG ELECTRONICS  - SLLOVAKI - ";M1
6491;2015-10-12 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6492;2015-10-15 00:00:00.000;K01711004F;"ABC NEWS SHA - TIRANE - ";
6493;2015-10-22 00:00:00.000;K92922201T;"SITEL MOBILE SHPK - ELBASAN - ";M1
6494;2015-10-22 00:00:00.000;J63105848F;"XHIHANI SHA - KAVAJE - ";
6495;2015-10-22 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
6496;2015-10-22 00:00:00.000;;"TERMIKEL DIS TICARET A.S - TURQI - ";M1
6497;2015-10-20 00:00:00.000;;"OZMARMARA - TURQI - ";
6498;2015-10-23 00:00:00.000;;"NINGBO HANDIAN ELECTRIC APPLIANCE KAIFENG. - GUANHAIWEI EAST INDUSTRIAL - ";M1
6499;2015-10-21 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6500;2015-10-21 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6501;2015-10-21 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6502;2015-10-22 00:00:00.000;L01626012A;"ORBICO SHPK - TIRANE - ";M1
6503;2015-10-22 00:00:00.000;L01626012A;"ORBICO SHPK - TIRANE - ";M1
6520;2015-10-31 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6521;2015-10-31 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6522;2015-10-31 00:00:00.000;;"SI EL SRL - ITALI - ";M1
6523;2015-10-31 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
6527;2015-09-12 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
6548;2015-10-01 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6549;2015-10-02 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6550;2015-10-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
6551;2015-10-01 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6552;2015-10-02 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6553;2015-10-16 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6554;2015-10-30 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6555;2015-10-20 00:00:00.000;J62904311H;"HARD & SOFT PROFESIONAL SHPK - ELBASAN - ";
6556;2015-10-23 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6557;2015-10-30 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
6568;2015-11-14 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
6569;2015-11-13 00:00:00.000;K61320001U;"ESHREF DAKO - TIRANE - ";M1
6570;2015-11-14 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
6571;2015-11-18 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6530;2015-11-07 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
6534;2015-11-07 00:00:00.000;;"MULTIPROGET SRL - VIA CASONETTO 16 36050  - ";M1
6535;2015-11-07 00:00:00.000;;"FISHER&PAYKEL, DE LONGHI - VIA FABBIAN MATTEO,7 - ";M1
6539;2015-11-07 00:00:00.000;;"SI EL SRL - ITALI - ";M1
6541;2015-11-07 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6542;2015-11-07 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
6544;2015-11-07 00:00:00.000;;"GO VAR S.R.L - ITALI - ";M1
6547;2015-10-31 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
6558;2015-11-10 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6560;2015-11-11 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
6398;2015-08-30 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";
6399;2015-08-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
6400;2015-08-03 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
6401;2015-08-04 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6402;2015-08-06 00:00:00.000;J62904311H;"HARD & SOFT PROFESIONAL SHPK - ELBASAN - ";
6403;2015-08-24 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
6404;2015-08-14 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6405;2015-09-01 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6406;2015-09-01 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6407;2015-09-02 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
6408;2015-09-02 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
6409;2015-09-03 00:00:00.000;;"PANASONIC MARKETING EUROPE GMBH -  - ";M1
6410;2015-09-03 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
6411;2015-09-03 00:00:00.000;L22320101A;"CAGATAY LOGISTICS ALBANIA - TIRANE - ";
6412;2015-09-07 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6413;2015-09-08 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
6414;2015-09-09 00:00:00.000;L22320101A;"CAGATAY LOGISTICS ALBANIA - TIRANE - ";
6415;2015-09-09 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6416;2015-09-09 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6417;2015-09-09 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
6418;2015-09-11 00:00:00.000;J61820040I;"DHL EXPRESS - TIRANE - ";
6419;2015-09-11 00:00:00.000;;"GUANGDONG GALANZ MICROWAVE OVEN - KINE - ";M1
6420;2015-09-09 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6421;2015-09-09 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6422;2015-09-09 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6423;2015-09-30 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
6424;2015-09-16 00:00:00.000;K76409201O;"LELI GROUP SHPK - VLORE - ";
6425;2015-09-16 00:00:00.000;K33020403G;"GEMAKLER SHPK - TIRANE - ";M1
6426;2015-09-18 00:00:00.000;J66703216P;"TRIS VLORA - TIRANE - ";
6427;2015-09-18 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6428;2015-09-19 00:00:00.000;;"SALVO IC VE DIS TIC MUH MUM TERC - TURQI - ";M1
6429;2015-09-19 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
6430;2015-09-12 00:00:00.000;;"OZATA   - TURQI - ";
6431;2015-09-21 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
6432;2015-09-21 00:00:00.000;J72124001N;"MARKETING & DISTRIBUTION - TIRANE - ";M1
6433;2015-09-17 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6434;2015-09-17 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6435;2015-09-17 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6436;2015-09-22 00:00:00.000;;"ATMACA ELEKTRONIK SAN VE TIC - TURQI - ";M1
6437;2015-09-23 00:00:00.000;L22320101A;"CAGATAY LOGISTICS ALBANIA - TIRANE - ";
6438;2015-09-23 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
6439;2015-09-22 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
6440;2015-09-22 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
6441;2015-09-22 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
6442;2015-09-22 00:00:00.000;;"MULTIPROGET SRL - VIA CASONETTO 16 36050  - ";M1
6586;2015-11-12 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6563;2015-11-11 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
6565;2015-11-13 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
6566;2015-11-13 00:00:00.000;;"TREVI SPA - ITALI - ";M1
6567;2015-11-13 00:00:00.000;;"SI EL SRL - ITALI - ";M1
6602;2015-11-01 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
6575;2015-11-01 00:00:00.000;J97426201K;"FJORTES.shpk - VLORE - ";
6576;2015-11-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
6577;2015-11-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6578;2015-11-01 00:00:00.000;K61808034U;"GS1 ALBANIA - TIRANE - ";
6579;2015-11-03 00:00:00.000;K01417001C;"ABISSNET SHA - KAVAJE - ";
6580;2015-11-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6581;2015-11-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6582;2015-11-05 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - KORCE - ";
6583;2015-11-05 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - KORCE - ";
6584;2015-11-06 00:00:00.000;J72124001N;"MARKETING & DISTRIBUTION - TIRANE - ";M1
6585;2015-11-10 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
6587;2015-11-12 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
6588;2015-11-11 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
6589;2015-11-13 00:00:00.000;J66703216P;"TRIS VLORA SHPK - VLORE - ";
6590;2015-11-13 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6591;2015-11-12 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6592;2015-11-13 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6662;2015-12-10 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
6663;2015-12-11 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
6664;2015-12-11 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6665;2015-12-11 00:00:00.000;;"PANASONIC MARKETING EUROPE GMBH -  - ";M1
6666;2015-12-12 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
6667;2015-12-12 00:00:00.000;K16605201R;"ARTEG - VLORE - ";M1
6668;2015-12-13 00:00:00.000;;"TWENTY SRL - ITALI - ";M1
6669;2015-12-13 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
6670;2015-12-13 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
6671;2015-12-13 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6672;2015-12-13 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
6673;2015-12-13 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
6675;2015-12-14 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
6676;2015-12-14 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6677;2015-12-16 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
6678;2015-12-16 00:00:00.000;K61813020G;"EUROBRANDS SHPK  (IMETEC ALBANIA) - TIRANE - ";M1
6679;2015-12-17 00:00:00.000;L01626012A;"ORBICO SHPK - TIRANE - ";M1
6680;2015-12-18 00:00:00.000;J72124001N;"MARKETING & DISTRIBUTION - TIRANE - ";M1
6681;2015-12-18 00:00:00.000;;"SI EL SRL - ITALI - ";M1
6682;2015-12-18 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
6699;2015-12-11 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6700;2015-12-10 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
6683;2015-12-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
6684;2015-12-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
6685;2015-12-01 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
6686;2015-12-07 00:00:00.000;K71505003O;"ORA NEWS SH.A - TIRANE - ";
6687;2015-12-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
6688;2015-12-03 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
